Patient	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_HYPOXIA	HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_MITOTIC_SPINDLE	HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_DNA_REPAIR	HALLMARK_G2M_CHECKPOINT	HALLMARK_APOPTOSIS	HALLMARK_NOTCH_SIGNALING	HALLMARK_ADIPOGENESIS	HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ANDROGEN_RESPONSE	HALLMARK_MYOGENESIS	HALLMARK_PROTEIN_SECRETION	HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_SURFACE	HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_COMPLEMENT	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_MTORC1_SIGNALING	HALLMARK_E2F_TARGETS	HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V2	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_GLYCOLYSIS	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	HALLMARK_P53_PATHWAY	HALLMARK_UV_RESPONSE	HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_DN	HALLMARK_ANGIOGENESIS	HALLMARK_HEME_METABOLISM	HALLMARK_COAGULATION	HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_BILE_ACID_METABOLISM	HALLMARK_PEROXISOME	HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_SPERMATOGENESIS	HALLMARK_KRAS_SIGNALING	HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_DN	HALLMARK_PANCREAS_BETA_CELLS	MHC-II	MHC-I
Patient35	3435.419324	4212.085835	5891.416748	6669.135826	3642.627999	6176.52543	2635.048617	6567.378978	5678.914363	5653.488587	4804.25315	6330.076814	2792.846759	2074.679977	5716.592842	2345.985495	7402.672924	6642.034998	5611.561461	2975.81109	1699.830573	2543.463409	3704.655801	7092.395952	5618.457235	6863.099926	5398.578606	8510.133429	6528.693131	3310.5089	448.8939653	2492.44664	4518.776558	8139.937907	4330.071519	7014.291989	4442.97304	-1005.536867	4627.062308	5632.599175	2303.158865	4075.998823	1539.630392	3351.214108	1231.984934	4616.590855	2858.429754	-905.5639401	3697.613572	540.2935946	-3157.319978	-2014.579992	7140.51485	9922.938559
Patient36	3543.899035	4070.785923	6162.096556	6796.115567	2631.995644	6471.188439	2153.274504	5660.592006	5681.466388	5332.356193	3721.890234	6130.28382	3054.788506	2347.218607	6551.384499	2279.610287	7588.521629	5150.927187	4396.463766	3596.307797	1533.940963	2790.364378	4041.669645	6881.173018	5273.932308	6833.375252	5343.945725	8579.178265	6194.604111	4611.115021	726.7658302	2637.451119	4907.390654	7941.637028	3793.872278	6340.928151	4461.525338	-2164.21321	4216.89831	6381.11152	4184.673849	4298.526132	2519.891614	3341.745486	2033.225439	4320.051401	1722.145556	-456.0478868	6120.852732	2181.44904	-3939.403693	-2089.964862	4777.913103	7881.488124
Patient37	5534.313674	4885.61345	5323.690766	7195.317271	3293.196315	7389.063273	4520.932174	5959.422278	6384.089527	6427.170557	4360.43336	5454.542768	2868.14723	2123.219498	6069.948504	2528.142741	7584.807373	6934.01412	6599.16572	3953.034074	1357.018367	3709.51569	5197.55679	7359.297211	5848.665101	7095.228826	6092.266024	8484.491994	5374.018775	7304.060568	3087.858924	2630.945174	3938.216095	7521.973583	4212.750665	6507.559652	4780.422005	-2651.28961	4402.815075	7054.104685	4353.275572	3973.378241	3218.233042	4839.262097	501.6772553	3736.332419	5206.366267	-1196.968655	7489.059511	3319.436458	-4169.623052	-1961.892175	8442.504605	9388.659796
Patient38	3427.953439	3882.27187	5697.762399	6864.51371	2609.761377	5890.449552	2767.153177	6519.19209	6538.408406	5687.873732	4178.541146	6304.099853	1961.383844	1658.786385	5846.97643	2198.420363	7503.675304	5885.168815	5353.90702	3353.449517	-256.1476851	2479.350519	3583.148095	7375.203497	5448.50223	6995.256181	6416.3823	8748.134826	6588.563811	4919.189679	767.7158871	2267.486585	4830.712361	8347.459853	3982.241319	6337.540365	4091.573246	-1913.125325	4206.098906	6119.224231	3849.388135	4160.965851	2265.89182	3341.956697	619.0337665	4409.068468	2930.905784	-798.922324	5684.038067	1171.634453	-4512.403614	-1401.268471	3926.483556	8472.057861
Patient40	2964.756919	4679.025054	6322.153426	7218.256927	2445.585039	5672.887466	2167.341494	6391.015156	7246.521533	5511.685999	3990.325174	6036.40751	1814.099659	1761.481763	6205.102014	1318.850659	7581.372611	4259.205627	3986.641381	2909.672752	740.1729823	2565.139748	3409.497857	7477.581963	5395.238418	7534.715777	7321.306388	8926.018409	6500.373702	5240.123121	399.6926041	1939.487128	4650.977576	8174.453208	4715.774697	6216.930781	3754.855052	-2167.891333	3882.201892	6050.093225	4350.817394	4175.76165	2423.785884	2912.424623	1242.38455	3822.912949	2094.785117	884.0580892	5056.786695	742.918518	-4313.868177	-1256.216177	2926.14688	7041.887519
Patient42	3582.317183	4276.15515	5730.636594	6911.103448	2404.562612	6165.937585	3038.288814	6686.354944	7007.082205	5816.718309	4674.910813	5799.653148	2200.541978	1376.249444	5620.354599	2568.743067	7464.093213	6610.516751	5878.42694	3460.564358	1658.85875	2187.059948	3909.405931	7431.897604	5662.502328	7283.440274	7116.96817	8936.537184	7065.94908	4872.105104	1223.625225	2163.980857	4088.429362	8105.836242	4228.168017	6265.17547	4341.12576	-1530.322472	4307.06514	5837.387613	4043.178607	4058.678317	2625.805304	4070.975541	1000.016251	3991.256865	3278.525476	318.5755238	5483.152069	1120.455315	-4362.696754	-1532.302874	7601.338171	9494.247559
Patient44	4086.669185	4248.392887	4347.507405	6559.380015	3310.792841	5744.095894	4418.741839	5560.730938	5606.660747	5787.058625	3616.14161	5483.690574	1900.64191	2068.416805	5546.88133	1901.949551	5970.770021	6846.80119	5893.119508	4143.902526	2100.05645	3025.347685	4356.999782	6589.010773	5672.678074	6538.709038	5799.294346	8000.436382	6515.552749	3871.686098	1890.659364	2111.264563	4240.462087	7122.009632	4218.683201	6101.460434	4392.476409	74.82801994	5015.200461	4940.372441	2926.703551	4333.656136	2724.212693	4199.107895	932.6451645	3182.392804	5051.124987	164.2813836	3978.407915	1731.928318	-2246.479597	-1384.405806	9062.136666	10069.95415
Patient45	4635.707281	4515.110151	6357.852469	7005.018558	3961.029702	6560.737415	3636.696601	6548.966775	6908.474764	6288.083284	5008.09886	6165.594049	2489.436542	2129.409257	5505.471798	2196.007475	7308.764895	6766.503662	6341.415357	3606.822768	1780.61912	2364.387009	4852.655493	7445.869837	5988.310799	7404.028953	7082.824398	8676.122351	6638.083037	5966.558145	2114.119312	2803.799723	4749.023779	7829.000433	4165.491885	6762.958256	4652.504232	-754.4889335	5044.08424	5798.573173	4649.69383	4174.709111	3196.34837	4288.394841	1844.277927	4964.552343	4399.94824	-303.6516783	5974.301807	1846.741217	-4127.56059	-1349.616447	8822.715911	9673.614855
Patient47	1862.259127	3448.736024	4850.647816	7050.694961	2650.482161	5941.603012	556.0702676	6209.315883	6782.451904	4509.713206	3307.261493	5247.171325	819.6197645	36.33464946	5834.355727	1135.306348	7407.463003	4519.410175	3438.713209	2253.994396	-814.5508853	1980.263822	2004.983264	6937.517651	5089.546232	6733.051731	6626.691046	8658.331314	5675.991637	3632.274778	-1055.030345	1385.457011	4230.069012	7530.21442	3290.115625	5859.700189	3173.284344	-3048.203805	2895.259624	5943.463429	2529.327491	3816.717413	705.4611322	1740.255118	888.2843487	3826.664448	316.4850969	270.4412555	5286.307658	758.2499917	-4528.057666	-2544.345346	1491.730815	6932.091343
Patient48	2502.586111	3723.593496	5609.234476	6594.330853	2765.486669	5610.142785	1587.953839	6875.232468	6330.201911	5202.69107	3143.208701	6103.359618	2069.832938	1592.637486	5967.979107	1438.75429	7327.252762	5960.632369	4955.221219	2313.684687	508.7855868	2051.565282	2936.153973	7634.812165	5379.018346	7224.193342	6608.333199	9014.411951	7060.597162	1584.667683	-450.6341569	2256.995813	4655.183896	8480.343453	4206.053401	6183.41177	4144.110909	-267.1818616	4573.622557	4840.804419	849.8748403	3667.764462	653.8960054	2688.733484	751.3743506	4077.678329	2161.744427	-174.2604254	4498.514187	240.138057	-4258.37613	-1372.43798	3813.640394	8967.643356
Patient4	3959.753279	3666.150761	5532.405807	6938.628999	2452.39	6277.086254	2793.486811	6071.549906	6447.891162	5698.441338	4664.448372	5899.834945	2270.2517	1334.143042	6056.206262	2191.178908	7532.509494	5391.95221	5075.573922	3220.427617	557.3905023	3096.544933	4144.147506	6960.265887	5650.145201	6804.990034	6157.76288	8440.806015	5629.752876	5161.181107	1333.915545	2099.553816	4180.559548	7917.582967	3709.20753	6641.950906	4485.110872	-2969.207894	3527.241727	6496.449621	4452.368887	4304.892847	3109.038945	3828.025436	1326.504932	3909.145463	2774.163501	-438.6107245	6295.863266	2026.459758	-4269.403507	-1807.003712	5651.182568	7275.951027
Patient51	4015.201937	4891.277051	5143.824236	6990.933818	3252.550289	6985.409173	3879.573974	5370.257348	6496.370057	5854.874116	5154.716197	5780.384199	2651.3629	2565.670026	6208.619917	2647.420195	7452.908967	5911.838454	6029.607555	4416.733069	2155.379723	2940.068115	5276.525403	6885.177329	5342.796408	6775.942847	6157.216248	8428.457201	6116.312765	6540.656963	2272.596299	3012.434897	5067.18053	7436.804868	4171.441094	6767.211023	4206.480304	-1562.103604	4517.680313	6079.783917	5055.088318	4331.883606	3971.668813	4059.077732	2170.726065	4171.614142	4622.840287	254.1079598	4911.506386	2440.528561	-2470.977825	-88.72221745	8088.480963	9446.188087
Patient58	2974.999086	4649.575194	5496.010031	7073.939874	3703.32399	6100.269891	2933.129695	6724.457995	6919.831282	5472.739534	4289.992518	6348.876265	3559.247382	2858.546916	5845.042548	2564.611697	7500.896328	4641.527845	4288.941152	4109.521803	1955.978332	2915.664977	3887.923834	7415.528654	5290.439205	7103.33878	7072.316923	8869.296031	7306.267171	6119.120945	559.9112819	2978.109457	5335.620735	8124.223219	4067.293181	6559.236809	5160.063589	-2202.226479	4184.990927	6387.217406	3823.10029	3868.986072	4144.133157	3795.583063	958.0321565	3986.001766	2215.853881	-38.66420335	4252.833294	812.4550132	-3440.378281	-506.357449	4430.796844	8149.224298
Patient61	2182.834774	2575.199697	3716.826168	6117.892976	2877.092746	4615.76432	2126.31252	3597.61295	5427.018516	4702.165512	-109.9398233	4363.448762	-2.267734348	547.4766429	5201.045297	501.7854942	6478.332972	6111.490159	5752.592599	2251.199185	712.7246924	1567.692218	3954.113359	5795.869819	4464.113273	5536.592178	4686.867029	7597.094633	3559.535348	3202.382962	1210.734632	1726.267614	3457.095063	5826.942302	2094.395442	6437.679405	2386.653361	-620.6452149	3421.204467	4041.849682	2577.764503	3407.232853	2832.766859	2513.150983	596.0617261	2340.787479	3901.794166	721.7144721	3042.209865	1033.831571	-2008.378295	-894.7415334	7054.577164	9654.064237
Patient62	4972.60933	4545.910199	5185.793279	7611.956287	4221.771411	7378.32242	4491.231642	6456.285674	7314.654654	6325.525752	5986.804338	5611.727304	2495.332757	1530.39653	5982.900458	4486.565508	7510.793803	6643.52601	6315.157174	4355.273508	2463.994989	3664.403549	4752.283063	7522.678734	5704.666965	7269.040086	7219.582769	8775.943823	6590.507642	7566.18542	2599.165457	2519.329811	3932.663146	7651.040799	4099.200787	7018.506082	4883.504886	-2702.108115	4198.731232	6900.839347	5754.604756	3735.667501	2888.954313	4582.037087	623.1528081	3671.652108	4671.13682	-457.3171379	7003.197278	2669.372129	-4333.825149	-2263.273438	8469.147859	9375.220633
Patient63	2639.06894	3186.663094	5891.37612	6879.598735	2299.161687	6011.676106	2676.266894	6321.127552	6689.604789	5102.399855	3491.534027	5852.962545	1654.834241	1239.056566	5679.730281	297.6222886	7476.208405	5765.032932	5053.074062	1810.476322	747.2077884	1757.809202	3357.362138	7365.720547	5659.727966	6966.188137	6775.395641	8560.580549	5792.576199	2754.063146	-25.93256502	2302.040812	4414.640089	8168.693742	3790.09058	6616.748163	3619.481272	-1022.062564	4017.577547	5039.640112	2716.321122	4092.949198	1301.573927	2778.944547	1226.53325	4317.655243	2717.43173	296.200742	4426.703219	606.8788296	-3819.82439	-651.4442228	5498.77486	8276.938783
Patient67	2057.798144	2909.368435	5533.13598	6783.610619	2507.411352	5862.380748	1535.624331	6476.700347	7027.199865	4784.923815	3186.136247	6441.270438	633.1501631	996.7567666	5640.459149	987.4724374	7279.673793	3149.094732	3119.646455	2529.507467	510.2477798	1280.281769	2818.59163	7035.051434	5178.299197	6853.152425	7040.067882	8861.698412	6455.481055	4112.384311	-224.9467252	1997.454372	4948.304466	8408.649571	3962.57648	6515.070818	3453.109121	-1296.625765	4132.867979	5429.493744	2705.045136	3551.428194	1089.887707	2100.330723	302.4062588	4141.872094	1656.400859	758.7633655	3770.88038	11.41775791	-3759.462622	-1675.124095	293.4801946	5945.276308
Patient6	4204.089653	4862.519563	6294.474533	7109.18193	2808.050341	6425.21965	3429.043326	6619.317008	6689.285645	6033.914468	4613.310635	6246.410252	3656.221177	3342.32265	6295.171663	2310.280763	7642.043172	5989.145804	5333.965461	3972.912604	1382.607542	2380.773016	4404.725963	7371.796128	5859.348577	7322.79072	6640.998744	8862.925306	6607.488389	5549.134338	1939.594405	2664.016335	4616.624353	8402.473798	4562.628474	7388.73422	5423.77488	-1781.043742	4123.584291	5904.628033	4200.424575	4409.100811	3181.193922	4538.669583	1291.424818	5038.286277	3630.507743	-62.0580062	4488.221833	2117.515633	-2370.7062	-1402.193863	7459.526496	8560.001582
Patient72	3501.277201	3731.897802	6095.23686	7024.363448	2834.201079	6051.065106	3035.067538	6388.250735	6420.992925	5825.609023	4194.070909	6182.261204	2527.593883	1710.937483	6357.844149	2212.478652	7552.384322	7040.990982	6135.445162	3327.009049	1339.868524	1804.194501	4306.267271	7285.557189	5572.806248	7077.552279	6109.207174	8603.822767	6199.584168	4999.535425	1021.166194	2208.72712	4956.424965	7864.665328	3754.823867	6913.192036	4333.325298	-2133.717904	4256.513083	6390.230987	4620.899226	4183.251929	2941.612684	3695.385264	1503.905512	3989.654436	3570.689595	-531.7671338	6115.786921	2107.097396	-4008.689526	-2833.792626	7395.5277	9184.336603
Patient73	2531.077754	3824.152954	5835.15575	6981.451981	3270.62661	5651.774171	1641.220637	6748.92211	7008.719998	5232.320516	4464.986967	6127.622441	2501.775588	2124.600923	5886.485236	2439.199136	7612.087565	5979.481467	4846.085476	3264.349367	409.904997	2487.839162	3234.57765	7429.213979	5497.857123	7439.082592	6982.567104	8990.25522	6854.82608	4930.960086	349.0787409	2068.916072	4556.453206	8446.641535	4575.59382	6681.028512	4363.543748	-1031.696315	4868.783825	5900.480139	3738.597637	4024.083095	1575.412538	3180.858867	444.1440349	4375.034341	2009.804588	-149.7312738	5076.355133	1042.648451	-4033.706682	-1453.688576	6415.05305	9159.639164
Patient75	4049.09268	4096.534154	5340.776756	6900.256291	4216.20691	6129.33449	4048.067187	6720.698474	6743.336923	6110.150537	4397.920067	5396.708854	2570.428819	2033.633057	4983.087879	2059.25742	6709.194028	7351.839484	6648.215591	3480.368943	2077.814122	2591.832787	4511.709543	7133.906898	5623.554753	6676.696142	7001.138909	8386.871952	7082.03913	4101.052562	1736.238891	2449.998662	4378.125988	7424.36563	3976.622308	6049.680358	4536.213586	-214.3282752	4608.32631	4822.654585	2156.308409	3990.625592	2775.887208	3833.948371	1079.835374	4333.720779	4697.08828	-778.4350595	4799.658998	1374.21217	-3425.446828	-1542.460243	8933.481055	10238.50251
Patient77	4813.617658	4418.898817	6186.609091	6939.424414	2811.151935	6506.669485	3741.041864	6592.224435	6705.31263	6226.323808	4606.578955	6113.598222	2552.461308	1973.051761	5920.61831	1623.540611	7728.963211	7225.975962	6547.748466	3427.967367	2102.813628	2428.405899	4735.656379	7337.546695	5555.007219	7479.988708	6679.101148	8766.748923	6390.146534	5139.198095	2188.166261	2176.047167	4855.921616	8172.440882	4357.017971	6589.946682	4687.458236	-1085.090132	4907.64807	5992.738202	3521.190759	4314.164066	3047.520421	4166.490441	1489.835072	4506.57363	4318.008414	-236.2271829	6133.230918	2151.993687	-3981.237231	-1897.530369	8295.115236	9889.246219
Patient78	5588.797288	5668.53748	6328.883772	7238.959238	4267.682875	7724.473307	4886.054126	6713.139967	7127.879538	6633.115791	5765.556597	6102.948897	3664.385908	3204.962266	6566.849137	2855.817927	7439.548771	7483.953474	7032.533796	4578.443738	1770.21912	4474.020068	5524.84165	7827.091243	5839.380694	7760.23334	6991.909144	8882.436648	6367.544622	7861.922276	3561.632823	2975.876072	4658.051976	8004.927019	5078.578927	7019.990961	5120.493002	-1474.190159	5449.787699	6923.977858	6095.613559	4080.154662	3943.907512	5266.364948	655.8687348	4221.806585	4808.011033	-213.0831611	7865.528888	4058.683594	-3806.845294	-1462.572146	7812.226378	9706.258751
Patient79	4396.412824	4859.817143	6056.579615	6944.131014	2796.699463	6499.05268	4071.343977	6244.283241	6009.433323	6110.401427	4662.348063	6182.578392	2555.84152	1895.270879	5963.189582	3088.911248	7515.020265	7467.506546	6921.825952	4099.890689	1303.576733	3292.48771	4860.19695	6996.583833	5553.026104	7029.013051	5829.532161	8397.40315	5824.736789	5936.886285	2281.456943	3350.222825	4897.634275	8210.637312	4165.211084	6983.009932	4717.987451	-1608.263933	4853.061841	6461.325774	5185.447818	4518.572143	3097.477172	4008.565973	1971.598049	4810.110085	4246.931464	-527.8513773	6959.262447	2920.966709	-4038.295737	-1392.394596	8910.930917	10074.85826
Patient7	3523.671346	3619.791552	5586.612902	7053.585513	3701.344887	6271.945988	2792.034422	6530.83289	6969.804367	5415.610638	4281.108313	5869.78523	2178.628474	1533.861841	5675.364271	1231.315219	7396.225938	6108.872575	5242.523409	3063.479279	871.2025528	2715.29758	3553.637536	7148.172561	5485.439343	7120.952775	7135.687221	8748.708853	6639.45571	3604.428215	638.2915411	1853.945219	4414.3663	7778.087687	3979.406924	6358.198325	4398.426296	-1181.671589	4473.257704	5654.929293	3653.07281	3884.62925	1435.853573	3274.965955	687.8958367	3921.594416	2937.521217	-172.1793966	4844.704837	782.2541529	-4062.450684	-1837.536451	7074.512691	9507.865452
Patient82	4311.440578	4854.322969	6477.677206	6886.952894	3072.998707	6095.768416	1889.907298	6665.796117	6746.793652	5447.255274	4188.765254	6231.980095	2838.55561	2115.054198	6607.823609	1968.495924	7988.987417	4417.921705	3888.343412	3276.330519	1268.702753	3614.227672	3482.56521	7697.420565	5747.382816	7450.121318	6552.290352	8770.027278	6176.606772	4429.96863	568.4083075	2506.548887	4804.278758	8342.29165	4580.158613	5914.388097	4368.649584	-1491.930132	4719.920367	6211.850498	3781.687007	4195.810407	2648.360998	2595.264487	1891.322727	4248.908971	1323.979178	76.40847977	6009.022912	1611.349602	-4397.673311	-1012.248756	1417.061891	7170.507202
Patient83	1591.42955	3290.950159	5087.494907	6778.136581	3172.893176	5927.84334	1032.771485	6351.273287	6606.568764	5004.253597	3724.333352	5835.977799	1893.537871	1373.686962	5653.984088	1509.312099	7583.707938	4941.295852	3694.861714	2402.937085	1121.540973	1505.458754	3085.147202	6995.592447	5248.74724	6816.307241	6445.990303	8754.915561	6497.252536	3920.088471	-883.0967601	1898.099406	4666.36254	8129.973981	3710.988021	6214.758711	3871.352014	-1852.011787	3836.852049	5688.863836	3720.433621	4165.641454	1977.017019	2106.419547	524.8675344	3948.326966	709.7407383	-79.11696452	5046.69909	647.7078292	-4398.991261	-1474.848323	2542.32747	7638.04777
Patient86	4649.434206	4565.394989	5742.892424	6998.868585	3160.295555	6860.989233	4892.22077	6006.864593	6230.079766	6437.97217	4304.333512	6124.241561	2386.72147	1809.326215	6099.980362	2387.323539	7477.008639	8134.194644	7548.997277	3767.710401	612.8279071	2975.063865	5442.289705	7263.96704	5905.711531	7051.286168	5737.184169	8289.847208	5461.47043	6517.034308	2948.221298	2847.043847	4399.045089	7674.250763	3783.340277	6776.137622	4859.561856	-2175.624727	4414.139292	6589.764019	4067.843368	4333.095529	3372.84291	4980.681343	991.1347203	4100.535806	5959.44504	-858.1704217	7060.517749	3112.790825	-3947.726924	-2042.394114	8421.599181	10182.41903
Patient87	3345.512551	3351.910682	5634.089588	6889.579617	3160.803386	6091.363392	3484.028456	6318.383175	7150.94445	5673.608121	4510.097486	5856.167174	1703.227127	1487.756907	5748.011501	977.4382745	7353.602777	6651.484852	6263.811609	2670.638088	766.1713149	2274.414391	4093.294921	7208.657246	5429.195354	7231.960835	7344.103058	8901.390397	6832.179426	3653.197556	1316.677186	2453.710456	4697.691904	7894.709593	3769.861732	6438.833412	3893.275361	-1400.717726	4476.465015	5877.18274	1528.872754	4249.465403	1262.89941	3731.254834	726.5377771	4490.166756	4654.529113	-330.9129501	5510.981174	1217.799753	-4293.181421	-1754.982651	7850.168545	9183.633708
Patient8	3464.864856	3929.578394	5631.347249	6641.366599	2268.172795	6298.420314	2691.216688	6061.868334	6165.281262	5631.422234	3817.623917	5885.225465	2209.397968	1408.354991	5748.16571	1860.330753	7575.593491	6453.377941	5366.372805	2999.061737	1365.623553	1909.39247	3604.622418	7037.823748	5320.298265	6886.254141	5877.212676	8572.789472	6133.810369	4276.045748	650.4034619	2113.411631	4617.45646	7956.471549	3831.35445	6360.008617	4059.499613	-2049.809341	4032.875282	6082.684623	4036.239767	4268.875773	2226.988995	3391.261772	886.2595657	3507.061783	2166.695346	-48.64036116	5703.706222	1282.684688	-4421.021534	-1304.674628	4179.098655	8482.684164
Patient94	4311.851842	3958.230654	6012.780355	7361.327709	3534.47787	6166.653032	3871.560003	6694.090154	7513.232937	6186.129876	5007.633589	6058.914859	3623.509613	3314.583793	6331.071925	4012.1064	7641.513557	7092.742233	6369.617356	3985.312839	1414.00422	3000.568218	4697.1412	7402.464482	5986.572011	7614.81984	7355.128448	8992.850322	6481.321747	4663.253609	2042.94237	2900.689469	5208.145633	8245.9885	4004.194038	6917.87745	5177.638895	-809.099689	4710.372133	5519.471822	4447.58307	4147.874169	2741.781019	3848.365961	1390.898581	4778.772158	4053.245826	447.9831311	5219.094054	2031.008602	-3188.085452	-1481.763474	7708.863202	9478.392288
Patient96	2504.679853	4827.23596	5142.429465	6595.054379	3404.79015	5431.585964	2264.784648	6535.467299	6173.520726	5259.016389	4554.243759	5823.931727	2394.02446	1832.828363	5723.057854	2535.506399	7199.369683	5040.176458	4319.887152	3562.667918	856.8244402	2768.794651	2865.257433	7548.485855	4819.68562	7182.149315	5740.099163	8494.411856	6726.906859	3897.847024	33.00244871	2644.827071	4585.260979	7848.112186	4593.135864	6925.2458	4239.430105	-864.9961711	4332.845952	5197.842123	3759.444462	5421.151323	2837.384174	2652.40753	1543.568039	4274.323275	2398.45937	-822.0135352	3777.035599	569.3179285	-3207.71767	-2351.155697	5764.168336	9128.758823
Patient98	5009.217032	4208.54316	6420.124232	7079.083347	3498.697464	6628.816231	4376.214987	5986.240951	6643.580846	6198.64012	4376.052819	5847.221066	3094.328522	2633.524173	6443.271768	1597.658624	7791.91186	7888.860798	7048.13321	3504.8225	1284.401506	2855.243491	4948.121969	7165.286083	5785.221196	7112.359817	6273.457642	8560.823991	5883.955896	4829.348291	2591.671213	2797.559793	4941.635152	7881.751535	4033.30909	6510.139099	4927.652056	-1737.597145	4416.771589	6154.368734	3846.815985	4358.125814	3364.447391	4529.828899	1331.334727	4526.00925	4761.82512	-455.7596607	7429.778956	2963.280083	-4466.498874	-1977.144151	8878.596663	9974.672391
Patient99	5474.450293	5322.029294	6263.549072	7079.686978	2961.997896	6279.70177	4204.977486	6512.729203	6816.30728	6307.181852	4958.372236	6618.572832	2951.21817	2524.617953	6375.726971	2736.470089	7714.262011	6656.506751	6545.754779	3696.08496	1644.268068	2139.497536	5262.634032	7583.221849	5968.452394	7766.597679	6829.353214	8787.354063	6488.19124	6189.039427	3006.834479	3431.006702	5405.840461	8486.22462	4669.294653	7539.057851	4928.268197	-831.8056887	5187.716612	6019.5223	4852.278683	4358.84546	3392.55777	4583.668315	1032.188241	4528.527652	4723.557547	-329.0075938	6407.925331	2494.870688	-3913.054643	-1579.630322	8987.745853	9380.249886
Patient9	3777.941515	4410.802598	6071.647915	7116.998888	3600.758975	6545.360047	2545.690213	6853.494247	6829.534692	5649.157485	5283.357661	6523.267327	3502.210012	2730.967856	6566.757753	2729.004733	7761.929896	5261.277086	4903.097371	3942.897982	876.9481978	2774.74432	3733.293848	7269.910653	5826.636895	7199.071737	6887.216688	8902.214653	6877.309155	5421.642324	583.5319593	2689.240021	5363.759177	8341.033441	4362.883765	6916.008223	5058.598504	-1670.662429	4772.706237	6443.368666	2665.305101	4003.34407	2336.951087	3839.339322	808.2655152	4627.221662	2425.541428	10.55991448	4818.430316	916.6204143	-3901.809902	-845.6949068	5845.909891	8376.778525
Patient56	4255.258882	4813.470248	6266.463658	7196.84926	3775.023825	6487.903958	3936.072266	6157.375681	6723.920275	6501.796223	5103.71149	6435.71299	4500.776849	4230.484245	6055.688456	3237.515931	7624.460152	6901.157811	6244.537009	4811.921397	2230.399704	2874.066903	5150.136995	7209.94811	6282.576667	7257.829373	6525.78407	8545.781241	5924.973899	6384.066172	2433.43458	3832.447991	5095.118362	7879.75418	4123.791951	7073.571712	5723.998769	-1990.78022	4555.979164	6546.759384	4653.979099	4333.191456	3363.958812	4768.130496	1403.097751	4872.335498	4500.058195	-612.3494987	5259.436651	3034.742293	-2224.694358	-1556.020486	8299.408348	9626.898617
Patient191	4923.120122	4498.689459	6128.597971	7208.724948	3520.704699	6114.1718	3996.553962	6733.265127	7315.157869	6211.970257	4553.408831	6285.079758	2618.108867	2099.302769	5651.868246	1838.084756	7630.334526	6524.440134	6253.283713	3497.328274	1323.373778	2491.973148	4992.718939	7384.267561	5922.091863	7474.664435	7334.589473	9028.342111	6787.979887	5769.969886	2327.564962	2977.305427	4692.94724	8281.958831	4350.429237	7241.299729	4832.232384	-1316.973225	4645.873971	5962.847196	4546.991153	4054.452074	3391.731809	4292.242601	1750.817552	4373.758464	4285.60739	-37.39887109	6070.80899	2196.292471	-3874.516518	-2673.784795	8575.082006	9359.750974
Patient189	6019.081699	5801.711068	6509.773604	6848.503611	3582.299026	7294.005678	4907.678853	6187.409096	5922.056097	6556.004755	5478.46813	6418.47514	5068.026016	4974.967226	6152.31672	3482.147516	7627.149828	7106.741974	6675.256238	5001.608835	2594.277629	3579.696598	5033.766149	7222.245272	6446.928787	7304.730234	5608.117596	8504.60785	5919.286958	7036.579614	3386.899452	3715.290104	5035.227654	7993.448522	4437.248486	7281.393864	6424.411408	-1278.262942	5404.139762	6682.402704	5181.907743	4678.765214	3892.604892	5131.190704	1935.012768	4760.186097	4586.733088	-612.5989159	4882.282453	3287.816978	-1594.465474	-1388.340539	8578.481307	9910.638281
